pclass,survived,name,sex,sibsp,parch,ticket,cabin,embarked,boat,home.dest,age_?,age_dabl_continuous,fare_?,fare_dabl_continuous,body_?,body_dabl_continuous
2,1,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,1,1,C.A. 31921,?,S,14,"Bishopstoke, Hants / Fayette Valley, ID",0.0,31.0,0.0,26.25,1.0,
2,1,"Cook, Mrs. (Selena Rogers)",female,0,0,W./C. 14266,F33,S,14,Pennsylvania,0.0,22.0,0.0,10.5,1.0,
2,0,"Corbett, Mrs. Walter H (Irene Colvin)",female,0,0,237249,?,S,?,"Provo, UT",0.0,30.0,0.0,13.0,1.0,
2,0,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",female,0,0,F.C.C. 13534,?,S,?,"Upper Burma, India Pittsburgh, PA",1.0,,0.0,21.0,1.0,
2,0,"Cotterill, Mr. Henry 'Harry'",male,0,0,29107,?,S,?,"Penzance, Cornwall / Akron, OH",0.0,21.0,0.0,11.5,1.0,
2,0,"Cunningham, Mr. Alfred Fleming",male,0,0,239853,?,S,?,Belfast,1.0,,0.0,0.0,1.0,
2,1,"Davies, Master. John Morgan Jr",male,1,1,C.A. 33112,?,S,14,"St Ives, Cornwall / Hancock, MI",0.0,8.0,0.0,36.75,1.0,
2,0,"Davies, Mr. Charles Henry",male,0,0,S.O.C. 14879,?,S,?,"Lyndhurst, England",0.0,18.0,0.0,73.5,1.0,
2,1,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White)",female,0,2,C.A. 33112,?,S,14,"St Ives, Cornwall / Hancock, MI",0.0,48.0,0.0,36.75,1.0,
2,1,"Davis, Miss. Mary",female,0,0,237668,?,S,13,"London / Staten Island, NY",0.0,28.0,0.0,13.0,1.0,
2,0,"de Brito, Mr. Jose Joaquim",male,0,0,244360,?,S,?,"Portugal / Sau Paulo, Brazil",0.0,32.0,0.0,13.0,1.0,
2,0,"Deacon, Mr. Percy William",male,0,0,S.O.C. 14879,?,S,?,?,0.0,17.0,0.0,73.5,1.0,
2,0,"del Carlo, Mr. Sebastiano",male,1,0,SC/PARIS 2167,?,C,?,"Lucca, Italy / California",0.0,29.0,0.0,27.7208,0.0,295.0
2,1,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",female,1,0,SC/PARIS 2167,?,C,12,"Lucca, Italy / California",0.0,24.0,0.0,27.7208,1.0,
2,0,"Denbury, Mr. Herbert",male,0,0,C.A. 31029,?,S,?,"Guernsey / Elizabeth, NJ",0.0,25.0,0.0,31.5,1.0,
2,0,"Dibden, Mr. William",male,0,0,S.O.C. 14879,?,S,?,"New Forest, England",0.0,18.0,0.0,73.5,1.0,
2,1,"Doling, Miss. Elsie",female,0,1,231919,?,S,?,Southampton,0.0,18.0,0.0,23.0,1.0,
2,1,"Doling, Mrs. John T (Ada Julia Bone)",female,0,1,231919,?,S,?,Southampton,0.0,34.0,0.0,23.0,1.0,
2,0,"Downton, Mr. William James",male,0,0,28403,?,S,?,"Holley, NY",0.0,54.0,0.0,26.0,1.0,
2,1,"Drew, Master. Marshall Brines",male,0,2,28220,?,S,10,"Greenport, NY",0.0,8.0,0.0,32.5,1.0,
2,0,"Drew, Mr. James Vivian",male,1,1,28220,?,S,?,"Greenport, NY",0.0,42.0,0.0,32.5,1.0,
2,1,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,1,1,28220,?,S,10,"Greenport, NY",0.0,34.0,0.0,32.5,1.0,
2,1,"Duran y More, Miss. Asuncion",female,1,0,SC/PARIS 2149,?,C,12,"Barcelona, Spain / Havana, Cuba",0.0,27.0,0.0,13.8583,1.0,
2,1,"Duran y More, Miss. Florentina",female,1,0,SC/PARIS 2148,?,C,12,"Barcelona, Spain / Havana, Cuba",0.0,30.0,0.0,13.8583,1.0,
2,0,"Eitemiller, Mr. George Floyd",male,0,0,29751,?,S,?,"England / Detroit, MI",0.0,23.0,0.0,13.0,1.0,
2,0,"Enander, Mr. Ingvar",male,0,0,236854,?,S,?,"Goteborg, Sweden / Rockford, IL",0.0,21.0,0.0,13.0,1.0,
2,0,"Fahlstrom, Mr. Arne Jonas",male,0,0,236171,?,S,?,"Oslo, Norway Bayonne, NJ",0.0,18.0,0.0,13.0,1.0,
2,0,"Faunthorpe, Mr. Harry",male,1,0,2926,?,S,?,"England / Philadelphia, PA",0.0,40.0,0.0,26.0,0.0,286.0
2,1,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",female,1,0,2926,?,S,16,?,0.0,29.0,0.0,26.0,1.0,
2,0,"Fillbrook, Mr. Joseph Charles",male,0,0,C.A. 15185,?,S,?,"Cornwall / Houghton, MI",0.0,18.0,0.0,10.5,1.0,
2,0,"Fox, Mr. Stanley Hubert",male,0,0,229236,?,S,?,"Rochester, NY",0.0,36.0,0.0,13.0,0.0,236.0
2,0,"Frost, Mr. Anthony Wood 'Archie'",male,0,0,239854,?,S,?,Belfast,1.0,,0.0,0.0,1.0,
2,0,"Funk, Miss. Annie Clemmer",female,0,0,237671,?,S,?,"Janjgir, India / Pennsylvania",0.0,38.0,0.0,13.0,1.0,
2,0,"Fynney, Mr. Joseph J",male,0,0,239865,?,S,?,"Liverpool / Montreal, PQ",0.0,35.0,0.0,26.0,0.0,322.0
2,0,"Gale, Mr. Harry",male,1,0,28664,?,S,?,"Cornwall / Clear Creek, CO",0.0,38.0,0.0,21.0,1.0,
2,0,"Gale, Mr. Shadrach",male,1,0,28664,?,S,?,"Cornwall / Clear Creek, CO",0.0,34.0,0.0,21.0,1.0,
2,1,"Garside, Miss. Ethel",female,0,0,243880,?,S,12,"Brooklyn, NY",0.0,34.0,0.0,13.0,1.0,
2,0,"Gaskell, Mr. Alfred",male,0,0,239865,?,S,?,"Liverpool / Montreal, PQ",0.0,16.0,0.0,26.0,1.0,
2,0,"Gavey, Mr. Lawrence",male,0,0,31028,?,S,?,"Guernsey / Elizabeth, NJ",0.0,26.0,0.0,10.5,1.0,
2,0,"Gilbert, Mr. William",male,0,0,C.A. 30769,?,S,?,Cornwall,0.0,47.0,0.0,10.5,1.0,
2,0,"Giles, Mr. Edgar",male,1,0,28133,?,S,?,"Cornwall / Camden, NJ",0.0,21.0,0.0,11.5,1.0,
2,0,"Giles, Mr. Frederick Edward",male,1,0,28134,?,S,?,"Cornwall / Camden, NJ",0.0,21.0,0.0,11.5,1.0,
2,0,"Giles, Mr. Ralph",male,0,0,248726,?,S,?,"West Kensington, London",0.0,24.0,0.0,13.5,0.0,297.0
2,0,"Gill, Mr. John William",male,0,0,233866,?,S,?,"Clevedon, England",0.0,24.0,0.0,13.0,0.0,155.0
2,0,"Gillespie, Mr. William Henry",male,0,0,12233,?,S,?,"Vancouver, BC",0.0,34.0,0.0,13.0,1.0,
2,0,"Givard, Mr. Hans Kristensen",male,0,0,250646,?,S,?,?,0.0,30.0,0.0,13.0,0.0,305.0
2,0,"Greenberg, Mr. Samuel",male,0,0,250647,?,S,?,"Bronx, NY",0.0,52.0,0.0,13.0,0.0,19.0
2,0,"Hale, Mr. Reginald",male,0,0,250653,?,S,?,"Auburn, NY",0.0,30.0,0.0,13.0,0.0,75.0
2,1,"Hamalainen, Master. Viljo",male,1,1,250649,?,S,4,"Detroit, MI",0.0,0.6667,0.0,14.5,1.0,
2,1,"Hamalainen, Mrs. William (Anna)",female,0,2,250649,?,S,4,"Detroit, MI",0.0,24.0,0.0,14.5,1.0,
2,0,"Harbeck, Mr. William H",male,0,0,248746,?,S,?,"Seattle, WA / Toledo, OH",0.0,44.0,0.0,13.0,0.0,35.0
2,1,"Harper, Miss. Annie Jessie 'Nina'",female,0,1,248727,?,S,11,"Denmark Hill, Surrey / Chicago",0.0,6.0,0.0,33.0,1.0,
2,0,"Harper, Rev. John",male,0,1,248727,?,S,?,"Denmark Hill, Surrey / Chicago",0.0,28.0,0.0,33.0,1.0,
2,1,"Harris, Mr. George",male,0,0,S.W./PP 752,?,S,15,London,0.0,62.0,0.0,10.5,1.0,
2,0,"Harris, Mr. Walter",male,0,0,W/C 14208,?,S,?,"Walthamstow, England",0.0,30.0,0.0,10.5,1.0,
2,1,"Hart, Miss. Eva Miriam",female,0,2,F.C.C. 13529,?,S,14,"Ilford, Essex / Winnipeg, MB",0.0,7.0,0.0,26.25,1.0,
2,0,"Hart, Mr. Benjamin",male,1,1,F.C.C. 13529,?,S,?,"Ilford, Essex / Winnipeg, MB",0.0,43.0,0.0,26.25,1.0,
2,1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,1,1,F.C.C. 13529,?,S,14,"Ilford, Essex / Winnipeg, MB",0.0,45.0,0.0,26.25,1.0,
2,1,"Herman, Miss. Alice",female,1,2,220845,?,S,9,"Somerset / Bernardsville, NJ",0.0,24.0,0.0,65.0,1.0,
2,1,"Herman, Miss. Kate",female,1,2,220845,?,S,9,"Somerset / Bernardsville, NJ",0.0,24.0,0.0,65.0,1.0,
2,0,"Herman, Mr. Samuel",male,1,2,220845,?,S,?,"Somerset / Bernardsville, NJ",0.0,49.0,0.0,65.0,1.0,
2,1,"Herman, Mrs. Samuel (Jane Laver)",female,1,2,220845,?,S,9,"Somerset / Bernardsville, NJ",0.0,48.0,0.0,65.0,1.0,
2,1,"Hewlett, Mrs. (Mary D Kingcome)",female,0,0,248706,?,S,13,"India / Rapid City, SD",0.0,55.0,0.0,16.0,1.0,
2,0,"Hickman, Mr. Leonard Mark",male,2,0,S.O.C. 14879,?,S,?,"West Hampstead, London / Neepawa, MB",0.0,24.0,0.0,73.5,1.0,
2,0,"Hickman, Mr. Lewis",male,2,0,S.O.C. 14879,?,S,?,"West Hampstead, London / Neepawa, MB",0.0,32.0,0.0,73.5,0.0,256.0
2,0,"Hickman, Mr. Stanley George",male,2,0,S.O.C. 14879,?,S,?,"West Hampstead, London / Neepawa, MB",0.0,21.0,0.0,73.5,1.0,
2,0,"Hiltunen, Miss. Marta",female,1,1,250650,?,S,?,"Kontiolahti, Finland / Detroit, MI",0.0,18.0,0.0,13.0,1.0,
2,1,"Hocking, Miss. Ellen 'Nellie'",female,2,1,29105,?,S,4,"Cornwall / Akron, OH",0.0,20.0,0.0,23.0,1.0,
2,0,"Hocking, Mr. Richard George",male,2,1,29104,?,S,?,"Cornwall / Akron, OH",0.0,23.0,0.0,11.5,1.0,
2,0,"Hocking, Mr. Samuel James Metcalfe",male,0,0,242963,?,S,?,"Devonport, England",0.0,36.0,0.0,13.0,1.0,
2,1,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,1,3,29105,?,S,4,"Cornwall / Akron, OH",0.0,54.0,0.0,23.0,1.0,
2,0,"Hodges, Mr. Henry Price",male,0,0,250643,?,S,?,Southampton,0.0,50.0,0.0,13.0,0.0,149.0
2,0,"Hold, Mr. Stephen",male,1,0,26707,?,S,?,"England / Sacramento, CA",0.0,44.0,0.0,26.0,1.0,
2,1,"Hold, Mrs. Stephen (Annie Margaret Hill)",female,1,0,26707,?,S,10,"England / Sacramento, CA",0.0,29.0,0.0,26.0,1.0,
2,0,"Hood, Mr. Ambrose Jr",male,0,0,S.O.C. 14879,?,S,?,"New Forest, England",0.0,21.0,0.0,73.5,1.0,
2,1,"Hosono, Mr. Masabumi",male,0,0,237798,?,S,10,"Tokyo, Japan",0.0,42.0,0.0,13.0,1.0,
2,0,"Howard, Mr. Benjamin",male,1,0,24065,?,S,?,"Swindon, England",0.0,63.0,0.0,26.0,1.0,
2,0,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",female,1,0,24065,?,S,?,"Swindon, England",0.0,60.0,0.0,26.0,1.0,
2,0,"Hunt, Mr. George Henry",male,0,0,SCO/W 1585,?,S,?,"Philadelphia, PA",0.0,33.0,0.0,12.275,1.0,
2,1,"Ilett, Miss. Bertha",female,0,0,SO/C 14885,?,S,?,Guernsey,0.0,17.0,0.0,10.5,1.0,
2,0,"Jacobsohn, Mr. Sidney Samuel",male,1,0,243847,?,S,?,London,0.0,42.0,0.0,27.0,1.0,
2,1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,2,1,243847,?,S,12,London,0.0,24.0,0.0,27.0,1.0,
2,0,"Jarvis, Mr. John Denzil",male,0,0,237565,?,S,?,"North Evington, England",0.0,47.0,0.0,15.0,1.0,
2,0,"Jefferys, Mr. Clifford Thomas",male,2,0,C.A. 31029,?,S,?,"Guernsey / Elizabeth, NJ",0.0,24.0,0.0,31.5,1.0,
2,0,"Jefferys, Mr. Ernest Wilfred",male,2,0,C.A. 31029,?,S,?,"Guernsey / Elizabeth, NJ",0.0,22.0,0.0,31.5,1.0,
2,0,"Jenkin, Mr. Stephen Curnow",male,0,0,C.A. 33111,?,S,?,"St Ives, Cornwall / Houghton, MI",0.0,32.0,0.0,10.5,1.0,
2,1,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,0,0,SC/AH Basle 541,D,C,11,"New York, NY",0.0,23.0,0.0,13.7917,1.0,
2,0,"Kantor, Mr. Sinai",male,1,0,244367,?,S,?,"Moscow / Bronx, NY",0.0,34.0,0.0,26.0,0.0,283.0
2,1,"Kantor, Mrs. Sinai (Miriam Sternin)",female,1,0,244367,?,S,12,"Moscow / Bronx, NY",0.0,24.0,0.0,26.0,1.0,
2,0,"Karnes, Mrs. J Frank (Claire Bennett)",female,0,0,F.C.C. 13534,?,S,?,"India / Pittsburgh, PA",0.0,22.0,0.0,21.0,1.0,
2,1,"Keane, Miss. Nora A",female,0,0,226593,E101,Q,10,"Harrisburg, PA",1.0,,0.0,12.35,1.0,
2,0,"Keane, Mr. Daniel",male,0,0,233734,?,Q,?,?,0.0,35.0,0.0,12.35,1.0,
2,1,"Kelly, Mrs. Florence 'Fannie'",female,0,0,223596,?,S,9,"London / New York, NY",0.0,45.0,0.0,13.5,1.0,
2,0,"Kirkland, Rev. Charles Leonard",male,0,0,219533,?,Q,?,"Glasgow / Bangor, ME",0.0,57.0,0.0,12.35,1.0,
2,0,"Knight, Mr. Robert J",male,0,0,239855,?,S,?,Belfast,1.0,,0.0,0.0,1.0,
2,0,"Kvillner, Mr. Johan Henrik Johannesson",male,0,0,C.A. 18723,?,S,?,"Sweden / Arlington, NJ",0.0,31.0,0.0,10.5,0.0,165.0
2,0,"Lahtinen, Mrs. William (Anna Sylfven)",female,1,1,250651,?,S,?,"Minneapolis, MN",0.0,26.0,0.0,26.0,1.0,
2,0,"Lahtinen, Rev. William",male,1,1,250651,?,S,?,"Minneapolis, MN",0.0,30.0,0.0,26.0,1.0,
2,0,"Lamb, Mr. John Joseph",male,0,0,240261,?,Q,?,?,1.0,,0.0,10.7083,1.0,
2,1,"Laroche, Miss. Louise",female,1,2,SC/Paris 2123,?,C,14,Paris / Haiti,0.0,1.0,0.0,41.5792,1.0,
2,1,"Laroche, Miss. Simonne Marie Anne Andree",female,1,2,SC/Paris 2123,?,C,14,Paris / Haiti,0.0,3.0,0.0,41.5792,1.0,
2,0,"Laroche, Mr. Joseph Philippe Lemercier",male,1,2,SC/Paris 2123,?,C,?,Paris / Haiti,0.0,25.0,0.0,41.5792,1.0,
2,1,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,1,2,SC/Paris 2123,?,C,14,Paris / Haiti,0.0,22.0,0.0,41.5792,1.0,
2,1,"Lehmann, Miss. Bertha",female,0,0,SC 1748,?,C,12,"Berne, Switzerland / Central City, IA",0.0,17.0,0.0,12.0,1.0,
2,1,"Leitch, Miss. Jessie Wills",female,0,0,248727,?,S,11,"London / Chicago, IL",1.0,,0.0,33.0,1.0,
2,1,"Lemore, Mrs. (Amelia Milley)",female,0,0,C.A. 34260,F33,S,14,"Chicago, IL",0.0,34.0,0.0,10.5,1.0,
2,0,"Levy, Mr. Rene Jacques",male,0,0,SC/Paris 2163,D,C,?,"Montreal, PQ",0.0,36.0,0.0,12.875,1.0,
2,0,"Leyson, Mr. Robert William Norman",male,0,0,C.A. 29566,?,S,?,?,0.0,24.0,0.0,10.5,0.0,108.0
2,0,"Lingane, Mr. John",male,0,0,235509,?,Q,?,?,0.0,61.0,0.0,12.35,1.0,
2,0,"Louch, Mr. Charles Alexander",male,1,0,SC/AH 3085,?,S,?,"Weston-Super-Mare, Somerset",0.0,50.0,0.0,26.0,0.0,121.0
2,1,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,1,0,SC/AH 3085,?,S,?,"Weston-Super-Mare, Somerset",0.0,42.0,0.0,26.0,1.0,
2,0,"Mack, Mrs. (Mary)",female,0,0,S.O./P.P. 3,E77,S,?,"Southampton / New York, NY",0.0,57.0,0.0,10.5,0.0,52.0
2,0,"Malachard, Mr. Noel",male,0,0,237735,D,C,?,Paris,1.0,,0.0,15.0458,1.0,
2,1,"Mallet, Master. Andre",male,0,2,S.C./PARIS 2079,?,C,10,"Paris / Montreal, PQ",0.0,1.0,0.0,37.0042,1.0,
2,0,"Mallet, Mr. Albert",male,1,1,S.C./PARIS 2079,?,C,?,"Paris / Montreal, PQ",0.0,31.0,0.0,37.0042,1.0,
2,1,"Mallet, Mrs. Albert (Antoinette Magnin)",female,1,1,S.C./PARIS 2079,?,C,10,"Paris / Montreal, PQ",0.0,24.0,0.0,37.0042,1.0,
2,0,"Mangiavacchi, Mr. Serafino Emilio",male,0,0,SC/A.3 2861,?,C,?,"New York, NY",1.0,,0.0,15.5792,1.0,
2,0,"Matthews, Mr. William John",male,0,0,28228,?,S,?,"St Austall, Cornwall",0.0,30.0,0.0,13.0,1.0,
2,0,"Maybery, Mr. Frank Hubert",male,0,0,239059,?,S,?,"Weston-Super-Mare / Moose Jaw, SK",0.0,40.0,0.0,16.0,1.0,
2,0,"McCrae, Mr. Arthur Gordon",male,0,0,237216,?,S,?,"Sydney, Australia",0.0,32.0,0.0,13.5,0.0,209.0
2,0,"McCrie, Mr. James Matthew",male,0,0,233478,?,S,?,"Sarnia, ON",0.0,30.0,0.0,13.0,1.0,
2,0,"McKane, Mr. Peter David",male,0,0,28403,?,S,?,"Rochester, NY",0.0,46.0,0.0,26.0,1.0,
2,1,"Mellinger, Miss. Madeleine Violet",female,0,1,250644,?,S,14,"England / Bennington, VT",0.0,13.0,0.0,19.5,1.0,
2,1,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,0,1,250644,?,S,14,"England / Bennington, VT",0.0,41.0,0.0,19.5,1.0,
2,1,"Mellors, Mr. William John",male,0,0,SW/PP 751,?,S,B,"Chelsea, London",0.0,19.0,0.0,10.5,1.0,
2,0,"Meyer, Mr. August",male,0,0,248723,?,S,?,"Harrow-on-the-Hill, Middlesex",0.0,39.0,0.0,13.0,1.0,
2,0,"Milling, Mr. Jacob Christian",male,0,0,234360,?,S,?,"Copenhagen, Denmark",0.0,48.0,0.0,13.0,0.0,271.0
2,0,"Mitchell, Mr. Henry Michael",male,0,0,C.A. 24580,?,S,?,"Guernsey / Montclair, NJ and/or Toledo, Ohio",0.0,70.0,0.0,10.5,1.0,
2,0,"Montvila, Rev. Juozas",male,0,0,211536,?,S,?,"Worcester, MA",0.0,27.0,0.0,13.0,1.0,
2,0,"Moraweck, Dr. Ernest",male,0,0,29011,?,S,?,"Frankfort, KY",0.0,54.0,0.0,14.0,1.0,
2,0,"Morley, Mr. Henry Samuel ('Mr Henry Marshall')",male,0,0,250655,?,S,?,?,0.0,39.0,0.0,26.0,1.0,
2,0,"Mudd, Mr. Thomas Charles",male,0,0,S.O./P.P. 3,?,S,?,"Halesworth, England",0.0,16.0,0.0,10.5,1.0,
2,0,"Myles, Mr. Thomas Francis",male,0,0,240276,?,Q,?,"Cambridge, MA",0.0,62.0,0.0,9.6875,1.0,
2,0,"Nasser, Mr. Nicholas",male,1,0,237736,?,C,?,"New York, NY",0.0,32.5,0.0,30.0708,0.0,43.0
2,1,"Nasser, Mrs. Nicholas (Adele Achem)",female,1,0,237736,?,C,?,"New York, NY",0.0,14.0,0.0,30.0708,1.0,
2,1,"Navratil, Master. Edmond Roger",male,1,1,230080,F2,S,D,"Nice, France",0.0,2.0,0.0,26.0,1.0,
2,1,"Navratil, Master. Michel M",male,1,1,230080,F2,S,D,"Nice, France",0.0,3.0,0.0,26.0,1.0,
2,0,"Navratil, Mr. Michel ('Louis M Hoffman')",male,0,2,230080,F2,S,?,"Nice, France",0.0,36.5,0.0,26.0,0.0,15.0
2,0,"Nesson, Mr. Israel",male,0,0,244368,F2,S,?,"Boston, MA",0.0,26.0,0.0,13.0,1.0,
2,0,"Nicholls, Mr. Joseph Charles",male,1,1,C.A. 33112,?,S,?,"Cornwall / Hancock, MI",0.0,19.0,0.0,36.75,0.0,101.0
2,0,"Norman, Mr. Robert Douglas",male,0,0,218629,?,S,?,Glasgow,0.0,28.0,0.0,13.5,0.0,287.0
2,1,"Nourney, Mr. Alfred ('Baron von Drachstedt')",male,0,0,SC/PARIS 2166,D38,C,7,"Cologne, Germany",0.0,20.0,0.0,13.8625,1.0,
2,1,"Nye, Mrs. (Elizabeth Ramell)",female,0,0,C.A. 29395,F33,S,11,"Folkstone, Kent / New York, NY",0.0,29.0,0.0,10.5,1.0,
2,0,"Otter, Mr. Richard",male,0,0,28213,?,S,?,"Middleburg Heights, OH",0.0,39.0,0.0,13.0,1.0,
2,1,"Oxenham, Mr. Percy Thomas",male,0,0,W./C. 14260,?,S,13,"Pondersend, England / New Durham, NJ",0.0,22.0,0.0,10.5,1.0,
2,1,"Padro y Manent, Mr. Julian",male,0,0,SC/PARIS 2146,?,C,9,"Spain / Havana, Cuba",1.0,,0.0,13.8625,1.0,
2,0,"Pain, Dr. Alfred",male,0,0,244278,?,S,?,"Hamilton, ON",0.0,23.0,0.0,10.5,1.0,
2,1,"Pallas y Castello, Mr. Emilio",male,0,0,SC/PARIS 2147,?,C,9,"Spain / Havana, Cuba",0.0,29.0,0.0,13.8583,1.0,
2,0,"Parker, Mr. Clifford Richard",male,0,0,SC 14888,?,S,?,"St Andrews, Guernsey",0.0,28.0,0.0,10.5,1.0,
2,0,"Parkes, Mr. Francis 'Frank'",male,0,0,239853,?,S,?,Belfast,1.0,,0.0,0.0,1.0,
2,1,"Parrish, Mrs. (Lutie Davis)",female,0,1,230433,?,S,12,"Woodford County, KY",0.0,50.0,0.0,26.0,1.0,
2,0,"Pengelly, Mr. Frederick William",male,0,0,28665,?,S,?,"Gunnislake, England / Butte, MT",0.0,19.0,0.0,10.5,1.0,
2,0,"Pernot, Mr. Rene",male,0,0,SC/PARIS 2131,?,C,?,?,1.0,,0.0,15.05,1.0,
2,0,"Peruschitz, Rev. Joseph Maria",male,0,0,237393,?,S,?,?,0.0,41.0,0.0,13.0,1.0,
2,1,"Phillips, Miss. Alice Frances Louisa",female,0,1,S.O./P.P. 2,?,S,12,"Ilfracombe, Devon",0.0,21.0,0.0,21.0,1.0,
2,1,"Phillips, Miss. Kate Florence ('Mrs Kate Louise Phillips Marshall')",female,0,0,250655,?,S,11,"Worcester, England",0.0,19.0,0.0,26.0,1.0,
2,0,"Phillips, Mr. Escott Robert",male,0,1,S.O./P.P. 2,?,S,?,"Ilfracombe, Devon",0.0,43.0,0.0,21.0,1.0,
2,1,"Pinsky, Mrs. (Rosa)",female,0,0,234604,?,S,9,Russia,0.0,32.0,0.0,13.0,1.0,
2,0,"Ponesell, Mr. Martin",male,0,0,250647,?,S,?,"Denmark / New York, NY",0.0,34.0,0.0,13.0,1.0,
2,1,"Portaluppi, Mr. Emilio Ilario Giuseppe",male,0,0,C.A. 34644,?,C,14,"Milford, NH",0.0,30.0,0.0,12.7375,1.0,
2,0,"Pulbaum, Mr. Franz",male,0,0,SC/PARIS 2168,?,C,?,Paris,0.0,27.0,0.0,15.0333,1.0,
2,1,"Quick, Miss. Phyllis May",female,1,1,26360,?,S,11,"Plymouth, Devon / Detroit, MI",0.0,2.0,0.0,26.0,1.0,
2,1,"Quick, Miss. Winifred Vera",female,1,1,26360,?,S,11,"Plymouth, Devon / Detroit, MI",0.0,8.0,0.0,26.0,1.0,
2,1,"Quick, Mrs. Frederick Charles (Jane Richards)",female,0,2,26360,?,S,11,"Plymouth, Devon / Detroit, MI",0.0,33.0,0.0,26.0,1.0,
2,0,"Reeves, Mr. David",male,0,0,C.A. 17248,?,S,?,"Brighton, Sussex",0.0,36.0,0.0,10.5,1.0,
2,0,"Renouf, Mr. Peter Henry",male,1,0,31027,?,S,12,"Elizabeth, NJ",0.0,34.0,0.0,21.0,1.0,
2,1,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,3,0,31027,?,S,?,"Elizabeth, NJ",0.0,30.0,0.0,21.0,1.0,
2,1,"Reynaldo, Ms. Encarnacion",female,0,0,230434,?,S,9,Spain,0.0,28.0,0.0,13.0,1.0,
2,0,"Richard, Mr. Emile",male,0,0,SC/PARIS 2133,?,C,?,"Paris / Montreal, PQ",0.0,23.0,0.0,15.0458,1.0,
2,1,"Richards, Master. George Sibley",male,1,1,29106,?,S,4,"Cornwall / Akron, OH",0.0,0.8333,0.0,18.75,1.0,
2,1,"Richards, Master. William Rowe",male,1,1,29106,?,S,4,"Cornwall / Akron, OH",0.0,3.0,0.0,18.75,1.0,
2,1,"Richards, Mrs. Sidney (Emily Hocking)",female,2,3,29106,?,S,4,"Cornwall / Akron, OH",0.0,24.0,0.0,18.75,1.0,
2,1,"Ridsdale, Miss. Lucy",female,0,0,W./C. 14258,?,S,13,"London, England / Marietta, Ohio and Milwaukee, WI",0.0,50.0,0.0,10.5,1.0,
2,0,"Rogers, Mr. Reginald Harry",male,0,0,28004,?,S,?,?,0.0,19.0,0.0,10.5,1.0,
2,1,"Rugg, Miss. Emily",female,0,0,C.A. 31026,?,S,12,"Guernsey / Wilmington, DE",0.0,21.0,0.0,10.5,1.0,
2,0,"Schmidt, Mr. August",male,0,0,248659,?,S,?,"Newark, NJ",0.0,26.0,0.0,13.0,1.0,
2,0,"Sedgwick, Mr. Charles Frederick Waddington",male,0,0,244361,?,S,?,Liverpool,0.0,25.0,0.0,13.0,1.0,
2,0,"Sharp, Mr. Percival James R",male,0,0,244358,?,S,?,"Hornsey, England",0.0,27.0,0.0,26.0,1.0,
2,1,"Shelley, Mrs. William (Imanita Parrish Hall)",female,0,1,230433,?,S,12,"Deer Lodge, MT",0.0,25.0,0.0,26.0,1.0,
2,1,"Silven, Miss. Lyyli Karoliina",female,0,2,250652,?,S,16,"Finland / Minneapolis, MN",0.0,18.0,0.0,13.0,1.0,
2,1,"Sincock, Miss. Maude",female,0,0,C.A. 33112,?,S,11,"Cornwall / Hancock, MI",0.0,20.0,0.0,36.75,1.0,
2,1,"Sinkkonen, Miss. Anna",female,0,0,250648,?,S,10,"Finland / Washington, DC",0.0,30.0,0.0,13.0,1.0,
2,0,"Sjostedt, Mr. Ernst Adolf",male,0,0,237442,?,S,?,"Sault St Marie, ON",0.0,59.0,0.0,13.5,1.0,
2,1,"Slayter, Miss. Hilda Mary",female,0,0,234818,?,Q,13,"Halifax, NS",0.0,30.0,0.0,12.35,1.0,
2,0,"Slemen, Mr. Richard James",male,0,0,28206,?,S,?,Cornwall,0.0,35.0,0.0,10.5,1.0,
2,1,"Smith, Miss. Marion Elsie",female,0,0,31418,?,S,9,?,0.0,40.0,0.0,13.0,1.0,
2,0,"Sobey, Mr. Samuel James Hayden",male,0,0,C.A. 29178,?,S,?,"Cornwall / Houghton, MI",0.0,25.0,0.0,13.0,1.0,
2,0,"Stanton, Mr. Samuel Ward",male,0,0,237734,?,C,?,"New York, NY",0.0,41.0,0.0,15.0458,1.0,
2,0,"Stokes, Mr. Philip Joseph",male,0,0,F.C.C. 13540,?,S,?,"Catford, Kent / Detroit, MI",0.0,25.0,0.0,10.5,0.0,81.0
2,0,"Swane, Mr. George",male,0,0,248734,F,S,?,?,0.0,18.5,0.0,13.0,0.0,294.0
